Eval	SOPwTP	DDDT
200	34215.00	0.77
300	34793.00	0.77
400	34793.00	0.78
500	34793.00	0.78
600	34793.00	0.78
700	34793.00	0.78
800	34793.00	0.79
900	34793.00	0.79
1000	34793.00	0.79
1100	35374.00	0.79
1200	35374.00	0.79
1300	36397.00	0.79
1400	36397.00	0.79
1500	36397.00	0.79
1600	36397.00	0.79
1700	36397.00	0.79
1800	36397.00	0.79
1900	36397.00	0.79
2000	36397.00	0.79
2100	36397.00	0.79
2200	36397.00	0.79
2300	36397.00	0.79
2400	36397.00	0.79
2500	36537.00	0.80
2600	36537.00	0.80
2700	36537.00	0.80
2800	36537.00	0.80
2900	36537.00	0.80
3000	36537.00	0.80
3100	36537.00	0.80
3200	36537.00	0.80
3300	36537.00	0.80
3400	36537.00	0.80
3500	36537.00	0.80
3600	36537.00	0.80
3700	36537.00	0.80
3800	36616.00	0.80
3900	36616.00	0.80
4000	36616.00	0.80
4100	36616.00	0.80
4200	36616.00	0.80
4300	36616.00	0.80
4400	36616.00	0.80
4500	36616.00	0.80
4600	36616.00	0.80
4700	36616.00	0.80
4800	36616.00	0.80
4900	36616.00	0.80
5000	36616.00	0.80
5100	36616.00	0.80
5200	36616.00	0.80
5300	36616.00	0.80
5400	36616.00	0.80
5500	36616.00	0.80
5600	36616.00	0.80
5700	36616.00	0.80
5800	36616.00	0.80
5900	36616.00	0.80
6000	36616.00	0.80
6100	36616.00	0.80
6200	36616.00	0.80
6300	36616.00	0.80
6400	36616.00	0.80
6500	36616.00	0.80
6600	36616.00	0.80
6700	36616.00	0.80
6800	36616.00	0.80
6900	36645.00	0.80
7000	36649.00	0.80
7100	36649.00	0.80
7200	36649.00	0.80
7300	36649.00	0.80
7400	36649.00	0.80
7500	36649.00	0.80
7600	36649.00	0.80
7700	36649.00	0.80
7800	36649.00	0.80
7900	36649.00	0.80
8000	36653.00	0.80
8100	36653.00	0.80
8200	36653.00	0.80
8300	36653.00	0.80
8400	36653.00	0.80
8500	36653.00	0.80
8600	36653.00	0.80
8700	36653.00	0.80
8800	36653.00	0.80
8900	36653.00	0.80
9000	36653.00	0.80
9100	36653.00	0.80
9200	36653.00	0.80
9300	36653.00	0.80
9400	36653.00	0.80
9500	36653.00	0.80
9600	36653.00	0.80
9700	36653.00	0.80
9800	36653.00	0.80
9900	36653.00	0.80
10000	36653.00	0.80
